Sentence,Hyperbole,Metaphor
A Reichmann official makes clear that Mr. Campeau ca n't afford to stumble,1,0
"Also , designers have worn their cachet thin by lending their names to such diverse products as sheets , luggage and cigarettes",1,1
"The grave of sleep swallows you , but still you do n't rest , your brain still chases phantoms",1,0
"Since Taipei lifted a travel ban in November , residents of Taiwan have flooded into China to visit relatives",1,1
"They were n't surprised that B.A.T wanted to continue its push into financial services , or that the big British company would strike while the U.S. dollar is depressed",1,0
"Moreover , savings and loan associations , the main housing lenders , have been flooded with deposits since the stock - market crash",1,0
"Japan knows it may eventually have to tighten credit to cool off the boom , but presumably it would prefer to base the timing on its domestic needs , not on the buoyant dollar",1,1
"Or , as Mr. Hurt puts it: `` She helped smooth everything over so we could get through it without dying .",1,0
"Meanwhile , state and private testing laboratories were flooded with thousands of grain samples as merchants and farmers sought reassurance that their commodities were safe",1,1
"This has been her home for more than 20 years , and no doubt she will die here",1,1
They can generate such heat they need cooling fans ; trunk - mounting avoids turning the passenger compartment into a blast furnace,1,0
"The movies show that the furcula , as the wishbone is known technically , acts like a spring when a bird is flying , report Farish Jenkens and Kenneth Dial of Harvard and Ted Goslow of Northern Arizona University in the current issue of the journal Science",1,0
"But in June 1987 , two doctors affiliated with Ueno Fine Chemical Co. reported that in test - tube studies , dextran sulfate was an effective antiviral agent against AIDS. Almost overnight , desperate American AIDS patients flooded Kowa with demands for the drug",1,1
Ms. Caesar sleeps in the child 's bedroom with the alarm set to go off every 15 minutes so she can monitor her breathing,1,1
"`` Also , we have to kick harder , because our legs ride lower in the water than freestylers ' do",1,0
"For only $ 4.95 , it advises me to wrinkle up my nose , pucker my lips , grit my teeth - LRB - but not too tightly - RRB - , smile for a while , open my mouth wide , drop my jaw and roll my eyes around to relax",1,1
Part of the drop was attributed to the lessening severity of Hurricane Gilbert and expectations it would miss major U.S. oil facilities,1,0
"During most of this decade , apparel prices rose slowly , because low - priced imports flooded into the U.S. and domestic manufacturers tried to stay competitive",1,1
"Administrators , who are required by state law to force - feed patients who ca n't or wo n't eat , are wrestling over what to do with one semicomatose tubefeeder",1,0
"In his excitement , he has stumbled into hot - dog territory with naivete , which is characteristic of the big , brash and growing metropolis on the banks of Lake Michigan",1,1
`` We are just flooded with money,1,0
"Rather than just flooding the market , he added , marketers are looking for more efficient ways to reach consumers who use coupons",1,0
"Considering the gold flowing into this town , it might do a little better by its patron saint",1,1
"But by 1985 the boom was over , and sales had withered to $ 100 million",1,0
Longtime American expatriates here like to recall what happened in the 1970s when Japan easily absorbed the same heavy body blows from the organization of Petroleum Exporting Countries that bring other developed nations to their knees,1,0
"White - collar Indians and Pakistanis flooded into the U.S. in the 1960s , and many of their children have reached marriage age",1,1
Bicycles kill far more children than handguns,1,0
"Denied strong creative guidance , a clear sense of purpose , they have no idea of who they are artistically , and thus of how they should dance in any given work",1,0
The bolt and trigger flowed silently and smoothly as a river down its banks,1,1
"In this campaign , issues have played second fiddle to a bitter battle of advertisements filled with allegations and misrepresentations",1,0
One ad in the campaign developed by Lintas: Campbell - Ewald & Co. shows a Chevrolet S - 10 compact pickup dragging a Ford Ranger into a `` crater of fire .,1,0
"He just wo n't die , the untamable , lubricious monster monk from Siberia who darkened the imperial doorstep of Nicholas and Alexandra",1,0
"Richard Sherlund , an analyst with Goldman , Sachs & Co. said `` the company is going to have to eat crow because it told a lot of people it would be profitable .",1,0
"Indeed , thanks to a well - oiled political machine and skilled manipulation of Panamanian nationalism and class rivalries , Gen. Noriega may well remain in charge for months , even under withering pressure from the U.S",1,0
"With her giant henchman , the evil Gen. Kael - LRB - possibly named after the film critic of the New Yorker magazine , Pauline Kael - RRB - , she 's out to kill the baby who 's destined to end her rule",1,0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come `` alive in the morning .,1,0
"The brainchild of amateur inventor Craig Culver of Woodside , Calif . , the Isopoint is a sliding and rolling cylinder about the diameter of a cocktail straw that fits along the bottom of the keyboard 's spacebar",1,0
"After that , the bill could just die , aides say",1,0
The Bush campaign claimed that its offices around the country were immediately flooded with telephone calls supporting the vice president,1,0
